"","X","time","text","user_followers","user_verified","likes","retweets"
"708","6712","12/31/2022, 23:57:30","God I am a lightweight. I had a glass of wine at dinner which was like 5 hours ago now and a glass of champagne jus… https://t.co/yYaxOsRQNH",222,0,2,0
"709","13976","01/04/2023, 18:36:16","Having myself a #bowl or #Farmrichsnacks #loadedpotatoskins for #lunch. @FarmRichSnacks https://t.co/wupd1YSqcM",106,0,1,1
"710","1093","12/31/2022, 23:59:44","@midDay26 Healthy food 🤤 enjoy",70,0,2,0
"711","5092","01/01/2023, 23:58:37","@iamlauwolff Homemade cream of Mushroom Soup and holiday dessert https://t.co/6heNeU6M9y",143,0,11,0
"712","12335","01/04/2023, 23:28:52","When the first thing you mess' is your panty https://t.co/KuYoHabL72 #grinding #ofleaks #schoolthot #collegethots… https://t.co/cL7oByc7Rs",251,0,12,5
"713","5974","01/02/2023, 23:59:30","@AaronParnas My best Twitter diagnosis.  Gout.  I get the same pain when I eat shellfish or cured meats.  Feels lik… https://t.co/30MRwBLw1y",4150,0,0,0
"714","5051","12/31/2022, 23:48:55","One of the top destinations for travel in 2023 is #Morocco! If anyone wants to join us this coming year, let us kno… https://t.co/Li2US9PypT",395,0,6,1
"715","2524","12/31/2022, 10:01:26","Healthy Texas Caviar
.
.
𝐓𝐚𝐠𝐬: #foodpost #foodpost #easyrecipe #delicius #food #foodlove #foodstyle #tasty… https://t.co/jZ119GtAmd",324,0,0,0
"716","7446","01/02/2023, 23:58:21","i told my manager that i was feeling pregnant &amp; he took the time on his lunch break to get me two pregnancy tests!… https://t.co/1OTilLbmll",161,0,1,0
"717","10007","01/04/2023, 18:08:58","Something good finally happened in 2023! @goldbelly #jimssteaks #foodporn #food #phillycheesesteak @ Tempe, Arizona https://t.co/jbgCYln1AN",50,0,1,0
"718","2133","01/02/2023, 18:05:37","Recipe of the day: Tandoori Chicken #food #foodporn #chicken #tandoorichicken    Look at this... 👀 https://t.co/NcGI8hBC13",3179,0,0,0
"719","12905","01/03/2023, 01:41:33","A loving couple
#blowjob #eating-pussy https://t.co/b7ixaRB9Jo",18,0,6,0
"720","8303","01/01/2023, 18:56:12","#Chicago #pizza #restaurants

Are you planning on visiting Chicago? Maybe you live there. I found an awesome place… https://t.co/6xpQgSvWNF",2909,0,2,0
"721","3322","12/31/2022, 18:10:03","#TheLID Serves South Indian Authentic Foods at 25% Offer in #Harrow

#HealthyFood #LONDONil_INDIAN_DOSAI #Foodies… https://t.co/XYiuMNkSQA",7,0,0,0
"722","11579","01/04/2023, 21:00:18","These Chocolate Brownie Valentine's Day Cupcakes are the perfect dessert for a special night. They're easy to make,… https://t.co/BKAxWDyWr7",2910,0,0,0
"723","7542","12/31/2022, 22:08:13","Let's make a change 💜

#mentalhealth #mentalhealthawareness #ocd #ocdawareness #suicideprevention #mentalhealthuk… https://t.co/uwVmINygtx",13,0,1,0
"724","4341","01/02/2023, 21:17:40","Pork tenderloin, steamed broccoli, &amp; rice. #Cooking
(1/3) https://t.co/cwtkS2kiXh",49,0,0,0
"725","12990","01/04/2023, 04:52:02","YASSO - keep your damn fingers off my YASSO bar! https://t.co/e0GDNDl2wD via @YouTube @yassofroyo @Walmart… https://t.co/blrTpWBZ9g",77,0,1,0
"726","12120","01/04/2023, 23:59:09","#porn #ass #pussy #girls #creamy #creampie #tits #slut #homemade #cum #leaked #freak #sex #nsfw #squirt #caught… https://t.co/xP7dYquxvr",3613,0,162,16
"727","353","01/01/2023, 22:44:17","Elevate snack time by making one of these zucchini breads. #homecooking #recipes  https://t.co/34IKVA81Uh https://t.co/ZTntcQDz6M",70,0,0,0
"728","8384","01/02/2023, 20:02:03","To grow big and strong be sure to eat lots of muscles! 💪💪💪

#Sasso #Sassopizzamarket #pizza #pizzahamilton… https://t.co/VweRAAIv23",1015,0,2,1
"729","8600","12/31/2022, 22:45:12","Westbrae Natural Vegetarian Organic Black Beans - 15 oz MMISHFC

https://t.co/uy3PKWPyrZ https://t.co/CJB9ULfFz9",17,0,0,0
"730","6839","01/02/2023, 23:59:43","There is apple crisp in my oven for dinner. Send Tweet.",436,0,2,0
"731","7572","12/31/2022, 18:36:02","Indoor dining is back at @MeliCafeChicago! Enjoy fresh, #healthy, #homecooked meals at 3 locations: @GreektownChi,… https://t.co/ZUhVpbv5HB",880,0,0,0
"732","14078","01/03/2023, 23:57:52","@alexquigley It's a bunch of pizzas, but they had to send one of each kind from the pizza place to try to impress n… https://t.co/3iLAHEJsmb",2751,0,2,0
"733","1784","01/02/2023, 23:38:58","Dinner at my uncle's house again #food https://t.co/dS0QKErEix",1084,0,1,0
"734","11608","01/04/2023, 20:09:00","Pasta with shrimp and basil!

Packed with garlic and basil, this butter based sauce is ready in five minutes &gt;&gt;… https://t.co/rdna4PdxX5",82164,0,68,14
"735","2710","01/02/2023, 15:33:11","Balkan Rose Pudding comes with plenty of potential health benefits.🌹

Visit our website to get this delicious healt… https://t.co/usDHienZHS",23,0,1,0
"736","14227","01/03/2023, 22:38:10","Two cities pizza 🍕 😋 #pizza #twocitiespizza https://t.co/oH0BlPi5KM",48,0,0,0
"737","6861","01/02/2023, 23:58:49","@lavie154 The real solution to traffic is proper land zoning.

Hub and Spoke zoning has failed.
Instead Mixed Use Z… https://t.co/oZfMgU8jxS",207,0,0,0
"738","7451","01/02/2023, 23:58:13","@MarcusA59286215 @mrsskycastle @StellaParton Nope, it was in the press. Clarkson said Camilla is a close friend of… https://t.co/nYqLKWgAGi",27,0,2,0
"739","13508","01/03/2023, 19:39:07","At #Amici, we have dinner that will make everyone in your clan happy!

#WeveGotYouCovered #PizzaWingsFriends… https://t.co/UmSdRLCKLQ",103,0,0,0
"740","4575","01/01/2023, 23:53:59","@CaroDiRusso Looks delicious!",739,0,1,0
"741","6485","01/01/2023, 13:40:10","Food delivery app Swiggy delivered 3.50 lakh biryani orders on Saturday and by 10.25 PM the app dispatched over 61,… https://t.co/oSvvCfWCxV",27,0,0,3
"742","3250","01/02/2023, 22:42:22","@favari3s wait til they realize not everyone needs to eat 3 tons of food a day in order to be full nd healthy. plus… https://t.co/8S7CgLpXE3",38,0,1,0
"743","11404","01/04/2023, 23:55:17","@Synsei Yoooo thank god! I just finished watching that bleacher vid on Synfinite. I needed this gas to listen too while I’m cooking dinner",1647,0,0,0
"744","14087","01/03/2023, 23:57:38","@only1nyahhh Pizza Hut is superior",628,0,2,0
"745","2202","12/31/2022, 22:04:52","Available reservation: Misi at 2022-12-31 21:30:00 for 4 #nyc #restaurants #foodie",115,0,1,0
"746","2418","01/02/2023, 22:42:59","Available reservation: Monkey Bar at 2023-01-02 21:45:00 for 4 #nyc #restaurants #foodie",115,0,0,0
"747","13607","01/04/2023, 20:00:45","These instructions will help with making tortilla chips. #familymeals #dinner  https://t.co/7B2IH5PZhM https://t.co/cl7QhlDJrF",88,0,0,0
"748","780","01/01/2023, 18:26:16","Pumpkin Bars with Cream Cheese Frosting #yummy #yum #delish - https://t.co/BB8yITMcw7",8742,0,0,0
"749","422","01/01/2023, 20:38:00","The #BryonySeries calendar offers links to #games, #crafts, #music, #activities, #science experiments, and #recipes… https://t.co/HVwr6zabA3",561,1,0,0
"750","3334","12/31/2022, 17:30:16","Avoid cold weather and its ailments by eating healthily and avoiding cold temperatures. Dry fruits in winter are ex… https://t.co/g9Myz45fll",48,0,1,0
"751","5358","01/02/2023, 23:25:52","This is needed 😩 #threesome #backshots  #creamycum #creamypussy #booty #bigass #booty #doggystyle #wetphatpussy… https://t.co/4S6b6KmnOm",4867,0,33,2
"752","4677","01/02/2023, 23:54:57","An appetizer to start? At Mamacitas we have the most delicious!

1: White Queso con Chicharrón

2: Street Corn: (3)… https://t.co/MZ5qYdbaes",147,0,0,0
"753","14398","01/04/2023, 20:12:40","@RitchieTorres Watching from over the border, the deal would seem to be 6 “moderate” republicans vote for Mr. Jeffr… https://t.co/Dm9JSIfme4",3578,0,0,0
"754","3762","01/02/2023, 21:09:49","Nonetheless….she’s making progress ✨

@SavageXFenty @Outkast 
#body #appreciation #savagexfenty #loveyourself… https://t.co/FGJi66Guuo",265,0,3,0
"755","6548","01/02/2023, 21:36:58","The New Year is upon us. 
Today is the beginning of your NEW chapter.
May your year be filled with success and weal… https://t.co/cnyvJLVAfA",616,0,0,0
"756","10305","01/03/2023, 07:37:12","Let's have fun that is healthy!
Let's have a great 2023!!
Let's have a great Year!!!

Let's HEAL THY FUN and make i… https://t.co/CYn5Kt8UfF",114,0,2,2
"757","6110","12/30/2022, 19:56:38","40% off your first month for the next 20 people who subscribe 💋 https://t.co/D1VxxQyFPT #mukbang #eating #Spicy",56,0,0,0
"758","8069","01/02/2023, 23:58:06","@DougJBalloon Are drag shows the new pizza parlors for the lunatics on the right?  Too soon to tell",16,0,4,0
"759","5419","01/02/2023, 22:16:49","Russian Beautiful Breast
#homemade #russian #big-tits https://t.co/RzHaxfjeBj",21,0,0,0
"760","9902","01/03/2023, 17:37:49","🐣Creaammyyy🍄

Follow @keto_meals_for_days for more delicious keto related content! #ketomealsfordays

📸 @keto_guide… https://t.co/Uj9bgU2Fvf",1165,0,0,0
"761","4311","01/02/2023, 22:45:00","A #delicious  #chickenrecipe made with #chayote and #moringa 

Click here to see the prep video &amp; ingredient list –… https://t.co/Jo0UDHg9cJ",189,0,0,0
"762","10680","01/03/2023, 22:47:47","Food is the fuel that impacts our physical and mental health. This month Parents Anonymous® will be focusing on the… https://t.co/p18smq8wbw",131,0,0,0
"763","7374","01/01/2023, 23:54:13","Lunch Time🍽(2p🕑-2:30p🕝)... I'm eating Leftover Pancakes🥞 &amp; Sausage Sandwiche🍔. Yummy....  Coffee for Drink☕.....",2492,0,0,0
"764","2206","12/31/2022, 21:56:19","🥂 Thank you for joining us during the spectacular journey that has been 2022. 

We learned so much during the last… https://t.co/apnYiGDQN0",12745,0,3,0
"765","3127","12/31/2022, 22:46:21","Are there HEALTHY food choices at Wendys?

Watch the video:
https://t.co/DJVylJryWz
LIKE ▪️ SHARE ▪️ COMMENT https://t.co/cxN2MMaQUj",7138,0,0,0
"766","7517","01/02/2023, 23:52:05","@ratethissetup I stopped at one of these for lunch five years ago somewhere outside of Milwaukee. Didn't realize it… https://t.co/8Okm6i3wnq",41,0,0,0
"767","54","12/30/2022, 15:51:22","The Power of #Nutrition: Learning to See #Food as #Medicine: https://t.co/xAhbEi1kr4 #healthyeating #organic #diet https://t.co/5AGHRqyjSB",319444,0,89,25
"768","10042","01/03/2023, 23:38:51","Available reservation: Via Carota at 2023-01-07 13:30:00 for 2 #nyc #restaurants #foodie",115,0,0,0
"769","12307","01/03/2023, 22:23:30","drivinglesson
#homemade #amatuer https://t.co/6r6eYneedT",13,0,0,0
"770","13529","01/04/2023, 23:24:01","This was #dinner last night... Makes me want dinner early tonight. #Leftovers 👍🏼

#meatloaf #potatoes #greenbeans https://t.co/lmi2se3yA1",625,0,0,0
"771","10363","01/04/2023, 18:00:08","https://t.co/DeW4rTDeCI
Game Name: Yummy Popsicle Memory
Game Company: MBG Network
#ergameonline #games  #gamer… https://t.co/LZuzZoWAjx",1034,0,0,0
"772","10538","01/04/2023, 21:33:25","I have a feeling it's going to be a donair night.  

#NovaScotia #RealDonair #Yummy",1565,0,6,0
"773","11572","01/04/2023, 21:07:38","#Cooking #baking  
Order your food and make yourself comfortable
@BologneseRepub1",225,0,0,0
"774","5732","12/31/2022, 23:59:59","Well..My sister and I have a lot of leftover desserts that are still good to eat so... We really only got the ice c… https://t.co/CQBx8cIynR",1548,0,1,0
"775","674","01/01/2023, 22:33:03","bar cart: take your hosting to the next level https://t.co/PgJlOmuIbF | #barcart #bar #host #hosting #housewarming… https://t.co/XEsxTd0EbA",2078,0,0,0
"776","10832","01/03/2023, 21:20:01","What are the negative effects of #ChemicalFertilizers on human #health ? - https://t.co/Af0Z4UcI0Q
#Health… https://t.co/l0vwT2CSAO",15473,0,0,0
"777","14614","01/03/2023, 22:58:09","@ZeroOne33408052 @elonmusk That’s terribly sad…I’m guessing you are a vegetarian?",23938,0,1,0
"778","12643","01/03/2023, 23:59:43","@LondonFerguson7 i remember she said she wanted to do a rock type concept, and a burlesque concept would be insane… https://t.co/9KocW8iFVj",1454,0,2,0
"779","12161","01/04/2023, 23:51:34","@EllyVtuber I can make you all the homemade nuggies you want",1471,0,0,0
"780","3527","01/02/2023, 18:44:30","Whether you call them groundnuts or peanuts, most of us mindlessly snack on them out of habit or just to do away wi… https://t.co/x38eZAN49S",111,0,0,0
"781","4446","12/31/2022, 23:57:06","@joannajet @joannajetfan I want this drink, it must be very delicious 😍🔥",271,0,1,0
"782","12837","01/03/2023, 18:27:37","Nubile Films - Ass licking lesbians in tongue fucking threesome
#Pussy #Eating #From https://t.co/VGR7JeXEjQ",22,0,0,0
"783","13697","01/03/2023, 23:54:20","Those school days where your friends group see what each if y'all brought for lunch in snacks time",47,0,5,1
"784","491","12/25/2022, 17:35:04","🎁🎄XMAS GIVEAWAY 🎄🎁 

Enter on Twitter for a chance to win a stay for four with breakfast and dinner! 

1️⃣ Follow E… https://t.co/6Gh94roQ9u",65374,1,581,468
"785","3921","01/01/2023, 23:57:52","So to start with, Nov is a character I had since I was a kid. I've since lost my silly old middle school doodles of… https://t.co/H7AHmlqg2j",106,0,3,0
"786","9497","01/03/2023, 23:58:50","@AlpacaAurelius I went to McDonald’s in the 60s. Totally different food by the end of the 70s. They made it “gooder” and turned it toxic.",20171,0,4,0
"787","700","01/01/2023, 21:53:42","Donatell is #cooking 🤔",1125,0,4,0
"788","4043","01/02/2023, 23:55:33","That’s strange because yesterday while i was cooking my girlfriend opened a cupboard without me seeing and when i t… https://t.co/TOg1VHGxmq",164,0,4,0
"789","1716","12/31/2022, 22:48:03","[I Ate] Smoked Salmon Bagel 
 
#Food
 
https://t.co/3Seu7J76BH https://t.co/ZaNiktK814",16835,0,0,0
"790","7777","01/02/2023, 19:46:04","Made with love.
Order Now:- https://t.co/65K6sLgmcU
.
.
#turkeyandcheese #tenderchicken #frenchfriescheese #cansoda… https://t.co/XU8XtD8Scv",2,0,0,0
"791","10426","01/03/2023, 22:44:49","More brownie porn 😜😋🤣 #yummy #moist https://t.co/gb9lDmg5pb",384,0,1,0
"792","14711","01/04/2023, 23:00:09","@lugiahht2 i like everything goat/lamb/vegetarian what do you recommend",104,0,1,0
"793","4780","12/31/2022, 16:46:28","The last day of 2022 has been fab. Final swim of the year completed followed by breakfast at The Bulldog Frog. Now… https://t.co/5X68eX0fN8",1190,0,9,0
"794","5925","01/01/2023, 23:58:37","abuse  can  feel  like  love  ⟋  starving  people  will  eat  anything.",151,0,0,0
"795","6626","01/02/2023, 14:01:03","AJOT Newsroom | A future look at the #technology of #autonomous #delivery #transportation #shipping

https://t.co/1TmZyYiq8o",68,0,0,0
"796","493","12/28/2022, 22:01:01","sleep for dinner 
#chainsawman #チェンソーマン https://t.co/Uitrd7NovG",16832736,1,4735,1019
"797","782","01/01/2023, 18:16:03","Soft Drink - Gatorade Recover Protein Shake, Chocolate, 11.16 Fl Oz, Pack of 12 ==&gt; https://t.co/2aa3Bankn9… https://t.co/zKZyZ65eUC",1392,0,3,1
"798","10672","01/03/2023, 22:53:50","I slept for 12 hours and I been eating a healthy amount of food today. Im ready to workout",92,0,3,0
"799","3508","01/02/2023, 20:05:10","This cannoli-stuffed french toast is made with healthier ingredients and less sugar. The sweet, creamy cannoli fill… https://t.co/sJUvputcZb",28096,0,0,0
"800","6249","01/02/2023, 17:06:47","You might be wondering, how are these habits so simple, that is because good habits need not be complicated. Achiev… https://t.co/wFVfW19yoX",145,0,1,0
"801","13993","01/04/2023, 17:59:05","""Hoo's hungry!? #lunch https://t.co/hYU6aCeeUI",3710,0,11,3
"802","380","01/01/2023, 23:32:26","@Sabrina75553331 Our community is Very DIVERSE ,so we had all kinds of requests once even for all Vegan( they were… https://t.co/rbjysEmEt7",740,0,1,0
"803","8960","01/01/2023, 19:50:04","Loud Multiple Orgasm During Thank you Celebration!
#Suck #her #sweet https://t.co/8Rkz3X1ELI",26,0,0,0
"804","627","01/01/2023, 23:08:55","So it turns out it’s really easy to make a good-tasting vegan donut. This is the cinnamon sugar vegan donut from ⁦… https://t.co/ZluwwmUX8K",2828,0,4,0
"805","7646","01/01/2023, 20:30:33","Is this a #Verse? Vest or blow to my minute mind? Spy 🕵️‍♀️ Cat 🐈 or Khat catcher? Bomb 💣 in the mouth 👄 bullet in… https://t.co/vGHDm4Wz1u",491,0,0,0
"806","11745","01/04/2023, 23:58:08","@oldenoughtosay I've only had a porn star martini once,  at Slug and Lettuce,  and it was delicious.   And also,  w… https://t.co/pPSsQNgJ3g",2340,0,0,0
"807","8944","01/01/2023, 21:33:46","FREE SUBSCRIPTION‼️⏰

Do you want to meet me?😈🍑
Subscribe to my OnlyFans!💙🔥

➡️ https://t.co/Myt9bkZVaH

#OnlyFans… https://t.co/qd524Xrxt8",71,0,0,1
"808","14059","01/03/2023, 23:58:26","Prime for a comet pizza photoshop. https://t.co/aUa4Mr8uX6",878,0,1,0
"809","7496","01/02/2023, 23:55:20","Lunch with the Shreveport and Bossier team today !!! Super proud of these ladies what’s in store for 2023!!!… https://t.co/gIxaFTYcO1",183,0,2,0
"810","143","12/30/2022, 14:08:14","LOL, the food pyramid actually told us to eat 6-11 servings of bread and pasta a day https://t.co/6Rwe6DdQmk",239391,0,3464,380
"811","2879","01/01/2023, 20:36:05","@TG22110 @lanechanged Actually, I prefer a scone with coffee :)
#yummy",5075,0,3,0
"812","6684","12/31/2022, 23:58:31","When you and the boys rate water at dinner.",663,0,1,0
"813","7802","01/02/2023, 18:20:28","Here’s to starting 2023 off - Caesar Salad, add protein of your choice. Open daily at 10 am. #lunch #dinner #Food https://t.co/RRogth5efV",244,0,5,1
"814","133","01/01/2023, 23:59:50","Niggas deliver me cold pizza I’m calling you back to pick this shit up. Don’t fuck with me",2635,0,0,0
"815","11292","01/03/2023, 23:54:55","Sounds like solar and Powerwalls could help alleviate  
Pakistan runs out of cooking gas, oil to run its trains… https://t.co/veqRyFpRSr",41,0,1,0
"816","3912","01/01/2023, 23:58:18","Weellll I actuallly want this for cooking 🤣 https://t.co/J8CJI1geKF",186,0,0,0
"817","6305","01/02/2023, 04:46:36","Polish food 🇵🇱
#inspirebar #rawaiphuket #rawai #bestdinner #enjoy #party #homemade #phuketisland #phuketnight… https://t.co/l6FiBV86wt",4,0,0,0
"818","13035","01/03/2023, 20:47:03","ROSIN - NOT RESIN Cherry Storm LIVE Rosin https://t.co/XGXquK3CjY
#calgaryweeddelivery #calgary #weed #delivery #yyc #yycnow",34,0,1,0
"819","14115","01/04/2023, 23:59:57","@JoJoFromJerz after 12 we get a free pizza, right?",183,0,0,0
"820","574","01/01/2023, 23:45:48","25 Best Tasting Dog Foods in 2023 https://t.co/V2yiGPSILO https://t.co/rbdTvWEeaQ",4717,0,0,0
"821","12784","01/04/2023, 23:59:11","@tiddybui I would love to eat your ass",406,0,1,0
"822","13073","01/03/2023, 17:02:13","Fall in love with the food we have to offer you🌮🔥
Order here: https://t.co/0qKWNArsvB
.
.
.
#JimmysBadassTacos… https://t.co/XhpunwjkDk",1,0,0,0
"823","13237","01/03/2023, 23:59:08","had a wonderful breakfast for dinner journey (oatmeal w bananas and syrup + crispy bacon + cold brew)
 https://t.co/63GRaeWGsT",776,0,3,0
"824","6148","01/01/2023, 18:42:31","Femdom Goddess Uses Slave&amp;#039;s Cock, Makes Him Eat Creampie
#Creampie #eating https://t.co/37VYGqe6Zr",15,0,1,0
"825","13137","01/04/2023, 20:00:06","Our chimichurri sauce is the ultimate flavor for a deep, succulent barbecue experience.
- Brasas do Brazil. Call to… https://t.co/twxJhkwveA",292,0,0,0
"826","190","01/01/2023, 23:49:48","also if you really want to give off tortured soul vibes then you can replace the ridiculously short sentence in fav… https://t.co/iFaJUyHkqK",402,0,0,0
"827","4430","12/31/2022, 23:57:45","@NicholasYeage11 Not only do I cook my own food, I have 22 of my own delicious recipes in two of my books:  ""Line o… https://t.co/aQGApMML2c",3983,0,1,0
"828","10784","01/04/2023, 22:52:44","You know you’re in a healthy relationship when the worst things we threaten each other with is eating the other’s m… https://t.co/HmjdWYwyvA",446,0,3,0
"829","6586","01/02/2023, 17:29:54","Tesla just reported 2022 year-end vehicle production and delivery numbers.-growth of 40% over last year Read More o… https://t.co/GtibPnK367",1034,0,0,0
"830","14848","01/04/2023, 22:00:55","My pussy fucked while I smoke a cigarette
#Sweet #maria https://t.co/YOd8W6T9z5",17,0,0,0
"831","14463","01/04/2023, 18:46:38","20 Low-Effort Winter Dinners for Nights It's Almost Too Blah to Cook
https://t.co/TpdvunESdg
Vegetarian Korma, the… https://t.co/e9kMupj7BA",2953,0,1,1
"832","8366","01/02/2023, 21:00:06","@GRStreetPizza #battersea makes you feel like the movie - The #Platform. The #pizza is very good but only if you ar… https://t.co/cZXAvSksLl",158,0,0,0
"833","10595","01/04/2023, 17:59:16","Cafe 2 Night Multan Family Restaurant Grilled Fish, Barbecue Kabab, Tikka Boti, Chest Piece, Leg Piece Fast Food, C… https://t.co/8KyGzopyfQ",15,0,1,3
"834","847","01/01/2023, 23:25:36","Starting 2023 right. #HappyNewYear #FoodPorn https://t.co/hyo17rE4F0",4383,0,5,0
"835","14537","01/03/2023, 23:54:04","i wanna go vegetarian but i despise vegetables and i rlly love chicken",93,0,0,0
"836","10063","01/03/2023, 23:15:56","Available reservation: Misi at 2023-01-03 21:30:00 for 2 #nyc #restaurants #foodie",115,0,0,0
"837","3643","12/31/2022, 20:49:08","#Bee #Propolis is an excellent tool for your respiratory #health support. High in antioxidants and antibacterial pr… https://t.co/cs7e1wYaFh",55428,0,0,0
"838","5146","01/02/2023, 23:57:51","A thousand hopes I hoped, my old mate, during that cloudy day
so I fetch this homemade gun and my stivani, while I pray.
 
@Mantinades_Res",4,0,0,0
"839","2505","12/31/2022, 14:11:17","These #recipes prove it doesn't have to take a long time to make a #tasty chicken main dish.… https://t.co/0rSqGUQwUA",23,0,0,0
"840","5063","12/31/2022, 23:46:57","HOMEMADE CAESAR SALAD DRESSING - Quick and easy to whip up in just a few minutes, full of savory and bold umami not… https://t.co/UntXL0CAN4",174,0,0,0
"841","9023","01/02/2023, 22:21:38","Happy birthday my friend @Nightfighter88 
I hope you love this little gift made with all my heart ❤️💞🥰 
Enjoy your… https://t.co/024hRF7v64",124,0,4,2
"842","11732","01/04/2023, 23:58:37","@Vgpta4 AND DELICIOUS",1212,0,1,0
"843","9507","01/03/2023, 23:58:34","1. Used his Heisman speech to bring awareness and raise money/resources for the local food bank in Athens
2. Consis… https://t.co/2XfYEXu77p",124,0,0,0
"844","11187","01/04/2023, 21:25:52","Cheers to health &amp; wellness in 2023! #SBCKansas is proud to offer our wellness platform, SBC IMPACT, to all of our… https://t.co/6CGOZwNJQz",374,0,2,0
"845","421","01/01/2023, 23:59:07","Cannot stop laughing at the fact that I fully took off a piece of my pinky with a mandolin prepping dinner",283,0,0,0
"846","11601","01/04/2023, 20:29:54","Level Up this new year!  #viral #NewYearsHonours #giftideas #FYP #gym #gymlife #kitchen #kitchenware #NewYear… https://t.co/ax7sEGbBft",2,0,0,0
"847","10789","01/04/2023, 22:50:07","@people It's not an ""if"" she does, but a ""when"". Even if TV is scripted, I feel like her being stubborn and unmotiv… https://t.co/mt90r2RS7e",3,0,0,0
"848","408","01/01/2023, 23:59:28","@smorganmoore Full of resolutions, muddy fields, board games, roast dinner, James Bond and Dr Who. Oh, and a bit of Elite as well. 🐒😁",86,0,1,0
"849","608","01/01/2023, 23:25:13","Cup of peaches and pineapples that shidd be tasting like heaven juice.",462,0,0,0
"850","12696","01/03/2023, 23:59:06","@princssangelbby I’m tryna eat it off the BONE",1048,0,1,0
"851","8065","01/02/2023, 23:58:18","Pizza &amp; movie night with my Rio 👩‍👦",1734,0,0,0
"852","802","01/01/2023, 16:19:57","This is Barbara Walters’ scrambled egg recipe (yes, she was a good cook, too!). #30Seconds #BarbaraWaltersRIP… https://t.co/TB6mV3wMhd",1473,0,1,0
"853","10106","01/03/2023, 22:35:40","Available reservation: Misi at 2023-01-04 17:15:00 for 3 #nyc #restaurants #foodie",115,0,0,0
"854","14170","01/04/2023, 23:57:49","@Immanuel_Morris Nasty ass pizza",4497,0,0,0
"855","5225","01/02/2023, 23:39:01","Homemade pillows from old sweaters!!  Show some of your homemade crafts!!! ❤️❤️❤️❤️ https://t.co/XIpkJmMsKk",1797,0,8,0
"856","6559","01/02/2023, 20:42:56","Good!
https://t.co/7VrNGDgf1k #Grubhub #lawsuit #settlement #WashingtonDC #food #delivery",959,0,0,0
"857","9778","01/04/2023, 23:09:01","Have you tried the calamari fritti? It's ink-redible!
-
-
-
#squisitopizzandpasta #pizza #pasta #cheese #food… https://t.co/wuNr5IaPxm",132,0,1,1
"858","4840","01/01/2023, 17:00:50","What’s better than a Bloody Mary? A Spicy Bloody Mary with Inferno Farms! 🔥🌶️
.
.
#infernofarms #hotsauce #spicy… https://t.co/p1jN9r8bDj",474,0,1,0
"859","12771","01/04/2023, 23:59:18","@ioisours What’ll they do when there’s nothing left to decimate? Eat their own?",62,0,2,0
"860","607","01/01/2023, 23:25:27","Not this bbq tasting like lighter fluid 😂 I am PISSED 😤",3046,0,0,0
"861","6383","12/31/2022, 15:01:01","#LongLive the #delivery guys of @zomato",3,0,0,0
"862","10868","01/03/2023, 18:43:54","Starting the new year off with a little granola... Coffee Cherry Granola! Give it a try: https://t.co/4IUd0dTpOq… https://t.co/sScEmQGKzZ",1367,0,0,0
"863","5903","01/01/2023, 23:58:55","tryna tempt me to eat dat pussy is you crazy hoe ? is you trippin ?",59,0,0,0
"864","3511","01/02/2023, 19:55:10","This easy and delicious recipe for date and pecan oatmeal is so tasty, you won't even realize how nutritious it is.… https://t.co/refB6zbQfd",28096,0,1,1
"865","13674","01/03/2023, 23:55:39","@fj75m62bqj Next time I'll invite you to lunch, on me. What you do outside is on you.",2794,0,1,0
"866","4934","01/02/2023, 18:44:47","Wild Cherry is a #delicious shade of Sheer Lip Gloss by Secret of aging!  It moisturizes as it offers a #fun shiny… https://t.co/LlabISnvQ7",6643,0,0,0
"867","338","01/01/2023, 21:47:05","@ubereats_uk Paid for priority delivery and I'm watching the guy drive all over town with it, currently waiting for… https://t.co/z9XVjKVrSd",201,0,0,0
"868","6368","12/31/2022, 17:48:09","#affiliate #socialmedia #business #deal #linkedin #digitalmarketing #affiliatemarketing #b2b #businesstips… https://t.co/uke65rz2Zk",84375,0,1,0
"869","1916","12/31/2022, 20:01:50","Celebrate with our Drunken Clams! We are open 12-6pm today to satisfy your cravings. 

#crabbite #thecrabbite… https://t.co/uzSymhvQGe",4,0,0,0
"870","6","01/01/2023, 23:59:57","I got rejected by 3 fast food chains
I had to work for one day in one and even so i didn't managed to pass in the t… https://t.co/X1jGGhM5pc",24485,0,13,0
"871","492","12/25/2022, 23:01:28","Russell Wilson is good and terrible today. Broncos let him cook and he burned Christmas dinner. I’m so sorry Bronco… https://t.co/XUDxkJOgtm",1837960,1,12525,869
"872","3666","12/31/2022, 20:02:03","Everything you need to know about Cholesterol Levels. How  LDL and HDL Levels impact your body. Cause of high chole… https://t.co/MQhaPspDOC",1688,0,1,1
"873","2371","01/02/2023, 23:33:29","Available reservation: Monkey Bar at 2023-01-03 21:45:00 for 5 #nyc #restaurants #foodie",115,0,0,0
"874","13398","01/04/2023, 23:56:50","📢📢  Aunt Gifts from Niece, Nephew - You're The Best Aunt Keep That S Up - Funny Gift for Aunts - BAE...

Price : $2… https://t.co/SIf5r7A1E1",432,0,0,0
"875","8640","01/01/2023, 23:44:59","@NMSTUDIO31 It's not even vegetarian",305,0,0,0
